Gene,Mean_Control,Mean_Disease,Std_Control,Std_Disease,Log2FC,T_Statistic,P_Value,Adj_P_Value,Regulation
CDCA8,30.941556010975606,77.54101106976745,46.081197685103874,79.44109630905974,1.3253857766134642,4.928087142003083,1.5059965504116625e-06,3.048972508833973e-06,Upregulated
ASCC2,81.23169522317073,509.9881719947675,70.26014464806306,628.5915241706356,2.6503341988188014,6.152015263214185,2.9874029276079184e-09,1.2054038271493525e-08,Upregulated
WNT9A,50.718237575609756,99.48883067732558,60.89788049054214,76.05792763436489,0.9720160098750028,5.080260013510754,7.343095599061859e-07,1.5605508080940696e-06,Upregulated
KDELR1,620.0976040871951,1092.94173497907,908.2758548279528,968.0119501541639,0.8176482656759676,3.7119737746203127,0.00025313485024286886,0.00038446776950855165,Upregulated
SV2B,2536.884633078049,1434.9078176151163,1541.6956465562616,1139.609212312115,-0.8220994191865083,-6.4019349277979005,7.446737750379585e-10,4.013855843469685e-09,Downregulated
CXADR,423.7513432219511,533.1948547845931,358.72595023340614,326.91153573480824,0.3314442186140186,2.416661200433654,0.0163747323521743,0.0206244110858425,Not Significant
PAICS,386.398833149187,734.8004570271319,350.8103094098767,583.4698648170765,0.9272600159455938,4.9910959431185375,1.1207942637318693e-06,2.3140669677435926e-06,Upregulated
VEGFC,62.605175628048784,118.09287887965115,58.310140365240194,80.41822481081114,0.9155573076476877,5.584839525506234,6.047005328016464e-08,1.5989667304355075e-07,Upregulated
PUM2,1216.5693781979671,1276.0085282364341,1014.5000957694538,991.7440799208267,0.06881931992972457,0.4433139380088726,0.657919025549844,0.6805026811001489,Not Significant
SCD5,1380.729974667378,1615.1746403715115,1615.2790186659229,1771.824303355159,0.2262588092222528,1.0138991653987077,0.31160334740047685,0.33866298479695484,Not Significant
WASF1,6463.122563414633,3913.306125307849,7058.227025401157,6177.2679863486055,-0.7238432329460954,-2.9350982739001985,0.003642256333462316,0.004889140221838761,Downregulated
MYH8,30.845301187804886,78.34429800813955,47.26240818433776,68.15070542364967,1.3447491874571706,5.6898962301655445,3.5187813130403204e-08,9.867843839185768e-08,Upregulated
REEP4,114.96809224756097,158.7676081127907,89.22149151807892,68.14698031919653,0.4656796236637071,4.319215742336301,2.2536898118532475e-05,3.853123996430424e-05,Not Significant
