Gene,Mean_Control,Mean_Disease,Std_Control,Std_Disease,Log2FC,T_Statistic,P_Value,Adj_P_Value,Regulation
ACE,15.826458333333335,20.603076923076923,11.149601521361424,10.698529080856265,0.3805002337374862,1.693661251773877,0.09543069513596694,0.38929847412091556,Not Significant
ANXA11,488.39694444444444,490.04487179487177,146.37375339854293,143.54707507870972,0.004859673748759919,0.043921713479441384,0.9651102693282807,0.9905095705094683,Not Significant
C10orf76,70.54291666666667,67.78435897435895,27.30680744190141,24.671860680676147,-0.05754797991214423,-0.4137760432600671,0.6804893421768335,0.8860982232893251,Not Significant
ATP1A2,357.83833333333337,270.42102564102566,870.0175103755929,852.2591155154536,-0.40409931299447865,-0.3922589968342254,0.6962340849390836,0.8932155656090214,Not Significant
ARF6,547.6697222222223,561.8889743589745,193.3541033943588,237.27789901486545,0.036978901147146775,0.24717188763507403,0.8056052182763189,0.9415686838525283,Not Significant
AKAP7,101.96458333333332,82.80871794871794,56.072260209806345,41.454280026598184,-0.30021029133010585,-1.5545347863550227,0.1252302992751059,0.4462134180603892,Not Significant
ICK,48.832708333333336,40.38064102564103,25.186881203065195,24.32313838225822,-0.2741777975102011,-1.321514658394492,0.19126499719444853,0.5451173422781468,Not Significant
SUSD4,29.10666666666667,33.26794871794873,15.678990773988652,21.684066328150188,0.1927770839531612,0.8168188365949565,0.41721065382144706,0.7504078569469067,Not Significant
CARD8,107.20479166666667,128.06923076923076,33.98899267087504,47.1913111188532,0.2565523202060782,1.883613041366521,0.06438636275386807,0.3180488642611575,Not Significant
LCMT1,273.09250000000003,242.50666666666666,120.5134444691798,113.78990918940632,-0.17136461883438625,-1.0130818419238001,0.31502269914664127,0.6710474040270935,Not Significant
RGS2,1350.9866666666667,894.6569230769229,791.9551843143139,796.891028729293,-0.5946064329130356,-2.2123862919823143,0.03069382782220939,0.21360817869060758,Not Significant
MST1,39.770624999999995,46.5798717948718,17.79104527518537,18.785438316586834,0.22799813150932663,1.425122904345626,0.15921844586825934,0.5046522738999824,Not Significant
STXBP5L,26.29319444444445,31.068376068376065,26.874105552654836,34.28007405356658,0.24074897098793288,0.5807828409625168,0.5635264780224932,0.8300533171190099,Not Significant
ALPK3,55.576875,46.64961538461537,106.91585431515861,116.61970161927715,-0.25261456237015645,-0.3043558870995789,0.7618926703257417,0.9231647336787161,Not Significant
LRRC61,22.19083333333333,24.144871794871797,15.730158769940507,18.951117849517182,0.12174769565844641,0.4230127161235348,0.6737735964553385,0.8829681136520799,Not Significant
MAGEC3,9.116666666666667,8.89076923076923,8.452969978018103,7.499990661262742,-0.03619416018977212,-0.11059764562467639,0.9122984956484359,0.9772405871006883,Not Significant
LARS2,66.78583333333333,75.29192307692306,16.60639797256432,21.19523244603124,0.1729505585290755,1.673503101242406,0.09934938095326305,0.39736136345671796,Not Significant
AHNAK,995.0656249999998,1032.1173076923076,380.05989183360384,365.925126976487,0.05274332063538269,0.38461816221908257,0.701858015948195,0.8963685969078875,Not Significant
ANXA10,11.776666666666666,11.40846153846154,11.47123308131245,11.099011700540952,-0.045823041586569656,-0.1262583371165607,0.8999426738940853,0.9735284827300116,Not Significant
ELAVL2,20.19729166666667,13.005384615384616,19.00400975876491,10.961900549811954,-0.635013285862782,-1.9082780663986756,0.06106428985919445,0.3094427736959179,Not Significant
FAM155A,32.041041666666665,56.737692307692306,23.585387792996205,42.600609225415056,0.8243668234440903,2.600207187469839,0.011671630657864685,0.12304375065603838,Not Significant
CYP7B1,38.49666666666667,34.02538461538462,21.31301697915204,19.455421764443678,-0.17811713744176025,-0.8542132768494102,0.39632911600918425,0.7361720729609847,Not Significant
TBPL1,234.70958333333337,255.08358974358976,79.1662717751402,84.83043813480543,0.12009284911260483,0.949132607054929,0.3462984430202479,0.696876631539406,Not Significant
DIABLO,371.58,346.5223076923078,140.27225533722378,102.17766558565728,-0.10072434095965853,-0.8185529660403165,0.41622782557855925,0.7494314096319438,Not Significant
GAS7,264.649,274.2989743589744,123.60583356009926,101.25972363432228,0.05166883335309513,0.33747270161280885,0.7369191209288415,0.9101888661132784,Not Significant
MYL12A,519.4233333333333,528.2176923076923,182.74337712329694,327.5729161096008,0.02422175454407285,0.12027106185591963,0.904663693194949,0.9755661477444056,Not Significant
SEMA3D,9.208541666666667,10.10384615384615,6.76816613129414,6.868667175310082,0.13384609258431926,0.505193199047879,0.615243621306318,0.8538732328974008,Not Significant
